,stature,weightkg,waistcircumference,buttockcircumference,size,color
1494,1629,663,823,996,large,cornflowerblue
1495,1640,577,725,971,medium,lightsteelblue
1496,1675,790,908,1150,xl,royalblue
1497,1592,671,908,1019,xl,royalblue
1498,1633,691,942,980,xl,royalblue
1499,1733,773,863,1126,xl,royalblue
1500,1610,622,733,945,medium,lightsteelblue
1501,1566,620,852,964,large,cornflowerblue
1502,1639,691,898,987,xl,royalblue
1503,1580,626,879,1056,large,cornflowerblue
1504,1557,587,751,940,medium,lightsteelblue
1505,1683,694,864,1030,large,cornflowerblue
1506,1597,647,779,1034,medium,lightsteelblue
1507,1598,621,884,999,xl,royalblue
1508,1613,698,940,1077,xl,royalblue
1509,1649,656,769,1013,medium,lightsteelblue
1510,1672,602,757,986,medium,lightsteelblue
1511,1713,743,784,1084,large,cornflowerblue
1512,1641,744,991,1069,xl,royalblue
1513,1612,633,788,989,medium,lightsteelblue
1514,1596,621,807,970,large,cornflowerblue
1515,1442,467,720,901,small,slategrey
1516,1555,639,849,1001,large,cornflowerblue
1517,1497,579,858,1011,large,cornflowerblue
1518,1612,708,889,1058,xl,royalblue
1519,1690,698,757,1033,medium,lightsteelblue
1520,1634,654,828,1054,large,cornflowerblue
1521,1509,542,820,915,large,cornflowerblue
1522,1582,593,739,1047,large,cornflowerblue
1523,1465,497,789,902,medium,lightsteelblue
1524,1545,526,733,894,medium,lightsteelblue
1525,1475,480,740,903,medium,lightsteelblue
1526,1633,557,808,926,large,cornflowerblue
1527,1631,724,967,1090,xl,royalblue
1528,1626,661,909,1033,xl,royalblue
1529,1533,794,962,1115,xl,royalblue
1530,1553,572,834,963,large,cornflowerblue
1531,1752,785,948,1058,xl,royalblue
1532,1618,676,848,1027,large,cornflowerblue
1533,1634,530,721,902,medium,lightsteelblue
1534,1689,777,865,1116,large,cornflowerblue
1535,1534,524,793,973,medium,lightsteelblue
1536,1629,601,731,968,medium,lightsteelblue
1537,1628,559,750,899,medium,lightsteelblue
1538,1603,530,744,928,medium,lightsteelblue
1539,1547,578,780,997,medium,lightsteelblue
1540,1585,644,860,1045,large,cornflowerblue
1541,1638,693,900,1071,xl,royalblue
1542,1754,849,955,1143,xl,royalblue
1543,1623,607,753,954,medium,lightsteelblue
1544,1614,623,825,971,large,cornflowerblue
1545,1676,601,774,945,medium,lightsteelblue
1546,1560,516,679,877,small,slategrey
1547,1637,505,716,930,small,slategrey
1548,1542,532,699,957,small,slategrey
1549,1536,566,814,978,large,cornflowerblue
1550,1613,732,853,1030,large,cornflowerblue
1551,1595,576,783,939,medium,lightsteelblue
1552,1659,807,860,1178,xl,royalblue
1553,1564,622,750,1037,medium,lightsteelblue
1554,1686,726,960,1039,xl,royalblue
1555,1678,711,873,1037,large,cornflowerblue
1556,1573,572,923,937,xl,royalblue
1557,1589,623,791,980,medium,lightsteelblue
1558,1621,602,771,970,medium,lightsteelblue
1559,1679,805,983,1098,xl,royalblue
1560,1598,561,787,942,medium,lightsteelblue
1561,1713,520,657,923,small,slategrey
1562,1550,578,781,955,medium,lightsteelblue
1563,1583,580,740,971,medium,lightsteelblue
1564,1540,612,819,1057,large,cornflowerblue
1565,1541,585,805,963,large,cornflowerblue
1566,1622,875,1010,1181,xxl,blue
1567,1793,773,905,1054,xl,royalblue
1568,1713,755,920,1061,xl,royalblue
1569,1603,678,924,1032,xl,royalblue
1570,1711,888,1003,1117,xxl,blue
1571,1641,665,780,980,medium,lightsteelblue
1572,1494,580,1003,1015,xxl,blue
1573,1672,665,863,985,large,cornflowerblue
1574,1616,649,856,1030,large,cornflowerblue
1575,1585,673,902,1022,xl,royalblue
1576,1612,744,1010,1075,xxl,blue
1577,1663,576,759,982,medium,lightsteelblue
1578,1656,735,893,1093,xl,royalblue
1579,1598,636,844,1039,large,cornflowerblue
1580,1545,432,665,851,small,slategrey
1581,1634,747,930,1083,xl,royalblue
1582,1704,669,807,991,large,cornflowerblue
1583,1664,826,957,1111,xl,royalblue
1584,1522,578,868,1015,large,cornflowerblue
1585,1646,637,782,1013,medium,lightsteelblue
1586,1557,758,966,1060,xl,royalblue
1587,1625,594,778,1024,medium,lightsteelblue
1588,1671,872,980,1120,xl,royalblue
1589,1535,693,850,1083,large,cornflowerblue
1590,1591,500,670,886,small,slategrey
1591,1567,567,745,961,medium,lightsteelblue
1592,1540,589,826,1026,large,cornflowerblue
1593,1573,640,860,972,large,cornflowerblue
1594,1637,683,797,1029,medium,lightsteelblue
1595,1604,566,706,943,small,slategrey
1596,1740,632,730,945,medium,lightsteelblue
1597,1563,591,743,939,medium,lightsteelblue
1598,1773,760,805,1081,large,cornflowerblue
1599,1672,664,912,1002,xl,royalblue
1600,1564,658,853,1044,large,cornflowerblue
1601,1600,710,847,1081,large,cornflowerblue
1602,1586,551,726,947,medium,lightsteelblue
1603,1566,593,795,984,medium,lightsteelblue
1604,1683,661,837,971,large,cornflowerblue
1605,1613,658,816,1057,large,cornflowerblue
1606,1572,634,814,1023,large,cornflowerblue
1607,1584,480,693,871,small,slategrey
1608,1706,660,798,1005,medium,lightsteelblue
1609,1620,601,807,978,large,cornflowerblue
1610,1640,546,778,943,medium,lightsteelblue
1611,1711,1166,1305,1261,xxxxl,red
1612,1641,793,919,1080,xl,royalblue
1613,1567,454,611,853,xs,asd
1614,1629,499,698,867,small,slategrey
1615,1479,358,615,798,xs,asd
1616,1663,700,859,1037,large,cornflowerblue
1617,1749,770,887,1089,xl,royalblue
1618,1592,649,911,998,xl,royalblue
1619,1591,550,733,932,medium,lightsteelblue
1620,1710,875,979,1095,xl,royalblue
1621,1684,768,968,1057,xl,royalblue
1622,1625,763,941,1090,xl,royalblue
1623,1666,650,732,985,medium,lightsteelblue
1624,1576,555,760,933,medium,lightsteelblue
1625,1685,755,905,1082,xl,royalblue
1626,1629,548,715,964,medium,lightsteelblue
1627,1637,705,878,1051,large,cornflowerblue
1628,1597,548,788,942,medium,lightsteelblue
1629,1676,763,903,1063,xl,royalblue
1630,1672,784,870,1036,large,cornflowerblue
1631,1707,698,848,1065,large,cornflowerblue
1632,1649,650,825,1027,large,cornflowerblue
1633,1615,794,955,1181,xl,royalblue
1634,1629,897,1105,1130,xxl,blue
1635,1615,525,785,928,medium,lightsteelblue
1636,1537,772,972,1134,xl,royalblue
1637,1663,657,793,989,medium,lightsteelblue
1638,1582,537,798,942,medium,lightsteelblue
1639,1499,667,955,1067,xl,royalblue
1640,1771,833,920,1112,xl,royalblue
1641,1545,599,855,961,large,cornflowerblue
1642,1603,649,914,994,xl,royalblue
1643,1580,788,938,1105,xl,royalblue
1644,1608,752,960,1016,xl,royalblue
1645,1561,643,900,1000,xl,royalblue
1646,1642,613,780,965,medium,lightsteelblue
1647,1600,847,935,1165,xl,royalblue
1648,1591,687,890,1077,xl,royalblue
1649,1697,697,821,988,large,cornflowerblue
1650,1691,602,793,965,medium,lightsteelblue
1651,1563,631,775,1068,large,cornflowerblue
1652,1598,952,1034,1210,xxl,blue
1653,1631,513,664,914,small,slategrey
1654,1648,694,907,1050,xl,royalblue
1655,1496,509,768,900,medium,lightsteelblue
1656,1522,520,672,915,small,slategrey
1657,1769,889,965,1115,xl,royalblue
1658,1761,785,784,1069,large,cornflowerblue
1659,1618,678,903,1072,xl,royalblue
1660,1612,644,841,1007,large,cornflowerblue
1661,1653,657,870,999,large,cornflowerblue
1662,1598,661,852,1063,large,cornflowerblue
1663,1770,925,993,1145,xl,royalblue
1664,1566,611,866,981,large,cornflowerblue
1665,1668,611,757,975,medium,lightsteelblue
1666,1614,797,907,1143,xl,royalblue
1667,1673,682,853,967,large,cornflowerblue
1668,1588,489,779,875,medium,lightsteelblue
1669,1534,669,926,992,xl,royalblue
1670,1490,617,825,1023,large,cornflowerblue
1671,1611,706,938,1056,xl,royalblue
1672,1599,611,755,949,medium,lightsteelblue
1673,1645,662,867,996,large,cornflowerblue
1674,1571,532,784,925,medium,lightsteelblue
1675,1657,616,753,958,medium,lightsteelblue
1676,1641,737,914,1094,xl,royalblue
1677,1710,657,826,1039,large,cornflowerblue
1678,1674,671,875,1040,large,cornflowerblue
1679,1561,831,1095,1129,xxl,blue
1680,1664,866,1076,1179,xxl,blue
1681,1743,1054,1087,1275,xxl,blue
1682,1681,920,1011,1170,xxl,blue
1683,1498,617,931,1032,xl,royalblue
1684,1595,772,888,1105,xl,royalblue
1685,1771,777,971,1083,xl,royalblue
1686,1585,802,1015,1105,xxl,blue
1687,1819,953,995,1223,xxl,blue
1688,1683,870,1067,1185,xxl,blue
1689,1686,730,853,1066,large,cornflowerblue
1690,1703,877,937,1142,xl,royalblue
1691,1707,823,967,1122,xl,royalblue
1692,1678,831,1112,1078,xxl,blue
1693,1646,599,700,961,medium,lightsteelblue
1694,1676,725,907,1074,xl,royalblue
1695,1703,630,810,1006,large,cornflowerblue
1696,1609,623,900,1025,xl,royalblue
1697,1636,821,935,1132,xl,royalblue
1698,1625,624,858,982,large,cornflowerblue
1699,1615,567,790,998,medium,lightsteelblue
1700,1603,675,960,1049,xl,royalblue
1701,1641,623,778,993,medium,lightsteelblue
1702,1697,644,791,956,medium,lightsteelblue
1703,1571,626,838,1005,large,cornflowerblue
1704,1548,713,845,1097,large,cornflowerblue
1705,1633,630,799,992,medium,lightsteelblue
1706,1667,820,922,1102,xl,royalblue
1707,1584,762,956,1069,xl,royalblue
1708,1642,697,843,1068,large,cornflowerblue
1709,1736,910,1064,1206,xxl,blue
1710,1671,801,957,1143,xl,royalblue
1711,1595,683,820,1060,large,cornflowerblue
1712,1716,769,875,1071,large,cornflowerblue
1713,1574,601,768,971,medium,lightsteelblue
1714,1610,821,1073,1134,xxl,blue
1715,1643,842,913,1160,xl,royalblue
1716,1697,791,959,1083,xl,royalblue
1717,1501,575,840,980,large,cornflowerblue
1718,1632,568,787,935,medium,lightsteelblue
1719,1654,720,893,1036,xl,royalblue
1720,1571,521,706,951,small,slategrey
1721,1596,689,850,993,large,cornflowerblue
1722,1589,652,796,1016,medium,lightsteelblue
1723,1650,827,1010,1100,xxl,blue
1724,1611,662,910,1008,xl,royalblue
1725,1632,715,1013,1090,xxl,blue
1726,1729,973,1046,1194,xxl,blue
1727,1533,450,650,850,small,slategrey
1728,1611,504,720,884,small,slategrey
1729,1650,577,747,948,medium,lightsteelblue
1730,1473,562,867,949,large,cornflowerblue
1731,1700,728,810,1016,large,cornflowerblue
1732,1692,722,807,1091,large,cornflowerblue
1733,1611,560,738,947,medium,lightsteelblue
1734,1734,824,920,1106,xl,royalblue
1735,1692,825,918,1096,xl,royalblue
1736,1647,995,1093,1257,xxl,blue
1737,1599,988,1140,1210,xxxxl,red
1738,1614,815,1017,1074,xxl,blue
1739,1549,723,945,1140,xl,royalblue
1740,1634,736,868,1085,large,cornflowerblue
1741,1760,698,805,1022,large,cornflowerblue
1742,1683,766,944,1048,xl,royalblue
1743,1618,651,814,1066,large,cornflowerblue
1744,1565,518,735,917,medium,lightsteelblue
1745,1592,549,814,931,large,cornflowerblue
1746,1636,576,787,945,medium,lightsteelblue
1747,1538,583,808,956,large,cornflowerblue
1748,1648,670,822,1036,large,cornflowerblue
1749,1645,631,801,1014,large,cornflowerblue
1750,1623,627,842,985,large,cornflowerblue
1751,1611,676,844,1015,large,cornflowerblue
1752,1602,534,747,958,medium,lightsteelblue
1753,1670,748,873,1119,large,cornflowerblue
1754,1643,644,757,964,medium,lightsteelblue
1755,1628,677,854,1002,large,cornflowerblue
1756,1575,620,778,998,medium,lightsteelblue
1757,1613,536,713,954,small,slategrey
1758,1598,599,771,1008,medium,lightsteelblue
1759,1610,644,857,988,large,cornflowerblue
1760,1597,536,739,955,medium,lightsteelblue
1761,1590,882,972,1153,xl,royalblue
1762,1688,646,840,989,large,cornflowerblue
1763,1502,662,878,999,large,cornflowerblue
1764,1593,698,788,1072,large,cornflowerblue
1765,1607,677,895,1056,xl,royalblue
1766,1625,586,740,935,medium,lightsteelblue
1767,1525,526,767,907,medium,lightsteelblue
1768,1563,564,797,939,medium,lightsteelblue
1769,1734,765,840,1126,xl,royalblue
1770,1734,871,947,1093,xl,royalblue
1771,1728,682,812,1008,large,cornflowerblue
1772,1661,629,856,1021,large,cornflowerblue
1773,1703,568,733,969,medium,lightsteelblue
1774,1702,680,857,1020,large,cornflowerblue
1775,1772,669,782,990,medium,lightsteelblue
1776,1626,712,918,1085,xl,royalblue
1777,1661,781,875,1110,large,cornflowerblue
1778,1549,675,835,1021,large,cornflowerblue
1779,1634,663,795,1019,medium,lightsteelblue
1780,1661,793,967,1077,xl,royalblue
1781,1564,604,902,962,xl,royalblue
1782,1664,732,902,1059,xl,royalblue
1783,1553,712,986,1043,xl,royalblue
1784,1700,722,840,1085,large,cornflowerblue
1785,1542,610,827,988,large,cornflowerblue
1786,1743,817,975,1128,xl,royalblue
1787,1623,799,905,1106,xl,royalblue
1788,1590,602,770,1007,medium,lightsteelblue
1789,1604,584,737,973,medium,lightsteelblue
1790,1627,601,752,981,medium,lightsteelblue
1791,1718,834,918,1092,xl,royalblue
1792,1705,973,957,1179,xl,royalblue
1793,1561,557,686,929,small,slategrey
1794,1661,553,782,897,medium,lightsteelblue
1795,1620,526,700,870,small,slategrey
1796,1660,614,690,983,medium,lightsteelblue
1797,1697,894,1034,1140,xxl,blue
1798,1699,893,990,1144,xl,royalblue
1799,1740,702,800,1061,large,cornflowerblue
1800,1701,738,879,1058,large,cornflowerblue
1801,1707,601,727,926,medium,lightsteelblue
1802,1560,782,991,1148,xl,royalblue
1803,1483,442,647,871,small,slategrey
1804,1587,476,678,874,small,slategrey
1805,1579,642,846,1033,large,cornflowerblue
1806,1659,737,850,1055,large,cornflowerblue
1807,1684,776,851,1132,xl,royalblue
1808,1593,620,770,1019,medium,lightsteelblue
1809,1589,646,843,986,large,cornflowerblue
1810,1683,697,856,1035,large,cornflowerblue
1811,1704,724,795,1050,large,cornflowerblue
1812,1736,697,883,975,xl,royalblue
1813,1633,620,768,986,medium,lightsteelblue
1814,1724,884,857,1169,xl,royalblue
1815,1487,712,982,1104,xl,royalblue
1816,1560,684,915,960,xl,royalblue
1817,1561,623,920,1000,xl,royalblue
1818,1618,614,816,1010,large,cornflowerblue
1819,1604,551,667,943,small,slategrey
1820,1658,1121,1198,1341,xxxxl,red
1821,1658,749,882,1105,xl,royalblue
1822,1591,709,870,1081,large,cornflowerblue
1823,1638,588,780,969,medium,lightsteelblue
1824,1751,876,1016,1152,xxl,blue
1825,1587,597,753,998,medium,lightsteelblue
1826,1540,680,937,1019,xl,royalblue
1827,1576,707,946,1073,xl,royalblue
1828,1737,686,745,1034,medium,lightsteelblue
1829,1573,624,826,999,large,cornflowerblue
1830,1622,610,805,953,large,cornflowerblue
1831,1588,582,773,963,medium,lightsteelblue
1832,1548,489,624,863,xs,asd
1833,1662,696,865,1029,large,cornflowerblue
1834,1718,795,895,1076,xl,royalblue
1835,1519,600,805,1042,large,cornflowerblue
1836,1573,640,826,986,large,cornflowerblue
1837,1566,712,883,1085,xl,royalblue
1838,1529,475,696,871,small,slategrey
1839,1585,735,820,1101,large,cornflowerblue
1840,1611,546,730,869,medium,lightsteelblue
1841,1610,562,770,940,medium,lightsteelblue
1842,1541,582,830,966,large,cornflowerblue
1843,1766,812,870,1094,large,cornflowerblue
1844,1626,518,738,900,medium,lightsteelblue
1845,1644,523,706,896,small,slategrey
1846,1679,756,865,1023,large,cornflowerblue
1847,1743,674,812,1045,large,cornflowerblue
1848,1658,552,670,942,small,slategrey
1849,1610,690,900,1015,xl,royalblue
1850,1675,636,840,1001,large,cornflowerblue
1851,1637,641,784,1037,medium,lightsteelblue
1852,1628,701,933,1062,xl,royalblue
1853,1645,793,978,1096,xl,royalblue
1854,1595,660,883,1041,xl,royalblue
1855,1731,931,1032,1170,xxl,blue
1856,1567,661,912,1032,xl,royalblue
1857,1628,510,672,925,small,slategrey
1858,1688,686,877,1030,large,cornflowerblue
1859,1706,839,932,1160,xl,royalblue
1860,1543,652,840,1028,large,cornflowerblue
1861,1665,920,1032,1178,xxl,blue
1862,1690,667,783,1035,medium,lightsteelblue
1863,1471,464,668,875,small,slategrey
1864,1616,627,882,1008,xl,royalblue
1865,1753,593,727,926,medium,lightsteelblue
1866,1626,508,698,919,small,slategrey
1867,1698,727,866,1042,large,cornflowerblue
1868,1545,583,777,932,medium,lightsteelblue
1869,1759,669,785,1023,medium,lightsteelblue
1870,1732,842,1055,1132,xxl,blue
1871,1587,601,830,978,large,cornflowerblue
1872,1605,609,773,993,medium,lightsteelblue
1873,1530,687,872,1032,large,cornflowerblue
1874,1598,549,715,958,small,slategrey
1875,1524,452,674,895,small,slategrey
1876,1683,835,1066,1095,xxl,blue
1877,1577,641,822,956,large,cornflowerblue
1878,1583,588,749,991,medium,lightsteelblue
1879,1582,563,750,938,medium,lightsteelblue
1880,1569,702,895,1011,xl,royalblue
1881,1651,779,876,1071,large,cornflowerblue
1882,1463,626,902,938,xl,royalblue
1883,1659,992,1113,1200,xxl,blue
1884,1596,626,784,1019,medium,lightsteelblue
1885,1600,713,903,1059,xl,royalblue
1886,1557,528,715,970,medium,lightsteelblue
1887,1565,552,783,925,medium,lightsteelblue
1888,1525,622,827,947,large,cornflowerblue
1889,1613,612,860,965,large,cornflowerblue
1890,1674,529,727,915,medium,lightsteelblue
1891,1614,748,923,1155,xl,royalblue
1892,1558,582,815,993,large,cornflowerblue
1893,1774,790,907,1076,xl,royalblue
1894,1633,618,785,1006,medium,lightsteelblue
1895,1611,716,1004,1026,xxl,blue
1896,1768,692,858,995,large,cornflowerblue
1897,1578,635,850,1022,large,cornflowerblue
1898,1619,704,901,1128,xl,royalblue
1899,1681,668,890,999,xl,royalblue
1900,1613,535,728,938,medium,lightsteelblue
1901,1575,615,808,962,large,cornflowerblue
1902,1648,751,918,1146,xl,royalblue
1903,1590,546,690,909,small,slategrey
1904,1609,695,905,1053,xl,royalblue
1905,1625,773,919,1115,xl,royalblue
1906,1676,751,960,1078,xl,royalblue
1907,1623,700,945,1058,xl,royalblue
1908,1612,502,735,882,medium,lightsteelblue
1909,1720,717,866,1060,large,cornflowerblue
1910,1567,644,935,1060,xl,royalblue
1911,1770,1072,1076,1168,xxl,blue
1912,1668,940,1176,1161,xxxxl,red
1913,1588,764,886,1108,xl,royalblue
1914,1616,897,1135,1157,xxxxl,red
1915,1593,777,974,1049,xl,royalblue
1916,1572,497,721,896,medium,lightsteelblue
1917,1674,662,837,971,large,cornflowerblue
1918,1652,696,851,1018,large,cornflowerblue
1919,1664,844,996,1126,xl,royalblue
1920,1691,647,852,982,large,cornflowerblue
1921,1657,780,935,1044,xl,royalblue
1922,1704,773,927,1104,xl,royalblue
1923,1654,734,921,1092,xl,royalblue
1924,1578,695,937,1098,xl,royalblue
1925,1645,707,872,1026,large,cornflowerblue
1926,1631,936,1025,1208,xxl,blue
1927,1561,857,1106,1171,xxl,blue
1928,1516,573,767,987,medium,lightsteelblue
1929,1749,676,823,1031,large,cornflowerblue
1930,1715,855,933,1140,xl,royalblue
1931,1600,549,735,948,medium,lightsteelblue
1932,1683,588,772,946,medium,lightsteelblue
1933,1557,715,987,1075,xl,royalblue
1934,1548,580,837,960,large,cornflowerblue
1935,1714,697,873,1032,large,cornflowerblue
1936,1649,685,803,1010,large,cornflowerblue
1937,1528,586,804,1021,large,cornflowerblue
1938,1596,842,1055,1181,xxl,blue
1939,1658,909,901,1241,xxl,blue
1940,1701,1047,1172,1314,xxxxl,red
1941,1683,663,791,1000,medium,lightsteelblue
1942,1634,766,962,999,xl,royalblue
1943,1695,715,745,1034,medium,lightsteelblue
1944,1548,591,801,984,large,cornflowerblue
1945,1587,665,955,1016,xl,royalblue
1946,1549,676,1032,1045,xxl,blue
1947,1606,792,1042,1142,xxl,blue
1948,1508,652,966,1049,xl,royalblue
1949,1733,753,844,1110,large,cornflowerblue
1950,1560,517,752,918,medium,lightsteelblue
1951,1739,865,954,1164,xl,royalblue
1952,1629,732,857,1058,large,cornflowerblue
1953,1609,741,840,1106,large,cornflowerblue
1954,1740,906,1090,1140,xxl,blue
1955,1678,845,960,1157,xl,royalblue
1956,1545,631,830,977,large,cornflowerblue
1957,1809,898,1003,1115,xxl,blue
1958,1764,970,977,1164,xl,royalblue
1959,1606,663,855,1038,large,cornflowerblue
1960,1567,594,863,963,large,cornflowerblue
1961,1594,657,917,887,xl,royalblue
1962,1587,786,919,1070,xl,royalblue
1963,1573,520,695,952,small,slategrey
1964,1624,641,792,1027,medium,lightsteelblue
1965,1635,798,1014,1126,xxl,blue
1966,1580,740,906,1112,xl,royalblue
1967,1691,641,795,992,medium,lightsteelblue
1968,1656,803,1012,1132,xxl,blue
1969,1615,714,965,1081,xl,royalblue
1970,1749,924,869,1191,xl,royalblue
1971,1561,668,903,991,xl,royalblue
1972,1674,678,817,1046,large,cornflowerblue
1973,1721,577,681,906,small,slategrey
1974,1704,687,915,1025,xl,royalblue
1975,1636,758,870,1102,large,cornflowerblue
1976,1583,652,941,966,xl,royalblue
1977,1604,699,847,1055,large,cornflowerblue
1978,1533,474,755,878,medium,lightsteelblue
1979,1594,558,742,991,medium,lightsteelblue
1980,1719,768,960,1110,xl,royalblue
1981,1687,832,1043,1089,xxl,blue
1982,1613,717,971,1016,xl,royalblue
1983,1644,762,982,1063,xl,royalblue
1984,1616,632,837,1051,large,cornflowerblue
1985,1641,610,891,974,xl,royalblue
